素材ID,素材名称,主体,内容,类型,痛点,打点,打点分桶,呈现方式,演员,编导,后期,投放剪辑,制作月份,是否投放双开头,消耗,转化数,录入数,t0加微数,当月录入当月邀约数,当月录入当月初诊数,当月录入当月首付费数,当月录入当月付费金额,T0加微率,当月当期邀约率,当月当期到诊率,当月当期付费总金额,当月当期客单价,当月当期ROI
7657906995044614163,9植发-剧情-延旭小语-志松-您看下（女性美学）（漂亮）（诊室）-跃海-20260701,广州,植发,剧情,女性美学,漂亮,其他,诊室,,志松,跃海,,202607,,279.14,1,1,1,0,0,0,0,1.00,0.00,0.00,0,,0.00
7617744966387220486,HB改-植发-混剪-舒曼-绒毛感秘诀剪掉分层植发-女性专项-空境-艳秋-20260316.mp4,广州,植发,混剪,,,无,,,舒曼,艳秋,HB,202603,,275.07,0,0,0,0,0,0,0,,,,0,,0.00
7649659887921840170,推送视频_HB改4植发-剧情边框-雅婷豆豆-黄笑-美人尖（女性美学）（技术）（诊室）-跃海-260610.mp4,广州,植发,剧情,技术,,无,诊室,雅婷|豆豆,黄笑,跃海,HB,202606,,273.58,1,2,0,0,0,0,0,0.00,0.00,0.00,0,,0.00
7649659803300872192,推送视频_HB改植发混剪空空女性美学今天流行黄笑空镜刘婷20260610.mp4,广州,植发,混剪,女性美学,,无,空镜,空空,黄笑,刘婷,HB,202606,,266.50,0,0,0,0,0,0,0,,,,0,,0.00
7657826448887513098,1植发-口播创新-延旭 -志松韩波-二十年前（女性美学）（优势）（诊室）-跃海-20260701.mp4,广州,植发,口播,女性美学,优势,其他,诊室,,志松|韩波,跃海,,202607,1,255.55,0,0,0,0,0,0,0,,,,0,,0.00
7651812031059050550,推送视频_2植发-剧情-MARC圣男-志松-2cm（女性美学）（漂亮）（诊室）-跃海-20260616.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,圣男|MARC,志松,跃海,,202606,,240.47,0,0,0,0,0,0,0,,,,0,,0.00
7644026344422899722,推送视频_12植发-剧情边框-豆豆MARC-志松-北京（效果）（漂亮）（诊室）-跃海-20260525-广审版.mp4,广州,植发,剧情,效果,漂亮,其他,诊室,豆豆|MARC,志松,跃海,,202605,,240.14,0,0,0,0,0,0,0,,,,0,,0.00
7649659924038647843,推送视频_HB改植发混剪空空女性美学2026流行黄笑空镜刘婷20260610.mp4,广州,植发,混剪,女性美学,,无,空镜,空空,黄笑,刘婷,HB,202606,,236.97,0,0,0,0,0,0,0,,,,0,,0.00
7586507428850958370,推送视频_育（植）发-混剪-空空-价格-空镜-希琛-大字报女性咨询-王赫-251021-251219.mp4,广州,,混剪,价格,,无,空镜,空空,希琛|王赫,王赫,,202512,1,225.50,0,0,0,0,0,0,0,,,,0,,0.00
7652297073508909056,推送视频_YG-植发-混剪-圣男广硕-背着对象-价格-诊室-YG-260617.mp4,广州,植发,混剪,价格,,无,诊室,圣男|广硕,,,YG,202606,,224.17,1,0,0,0,0,0,0,0.00,,,0,,0.00
7648848513721679878,推送视频_1植发-混剪-丽娜子烨-美学-漂亮-诊室-刘超-好看2-时亿-260602(1).mp4,广州,植发,混剪,,漂亮,其他,诊室,丽娜|子烨,刘超,时亿,,202606,,221.84,0,0,0,0,0,0,0,,,,0,,0.00
7651933231723102260,推送视频_YG-植发-混剪-刘婷-志松-2000根-价格-下调3CM-YG-260616.mp4,广州,植发,混剪,价格,,无,,,志松,刘婷,YG,202606,,217.22,0,0,0,0,0,0,0,,,,0,,0.00
7647755608935628841,推送视频_植发-混剪-蛋黄小哥-价格-支付-诊室-刘超-爆天桥-LC-20260604(1).mp4,广州,植发,混剪,价格,,无,诊室,蛋黄|小哥,刘超,LC,,202606,,213.58,0,0,0,0,0,0,0,,,,0,,0.00
7649226112934281225,推送视频_植发-剧情-瑞华江河-技术-画线-诊室-刘超-一直爆-LC-20260608(1).mp4,广州,植发,剧情,技术,画线,其他,诊室,江河|瑞华,刘超,LC,,202606,,210.84,1,0,0,0,0,0,0,0.00,,,0,,0.00
7663066047659900982,单17植发-剧情-豆豆MARC-志松-大花瓣（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-16.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,志松,跃海,,202607,,203.17,1,0,0,0,0,0,0,0.00,,,0,,0.00
7646295671855136831,推送视频_26植发-剧情-丽娜昊天-美学-漂亮-诊室-刘超-采访-时亿-260601(1).mp4,广州,植发,剧情,,漂亮,其他,诊室,丽娜|昊天,刘超,时亿,,202606,,194.98,0,0,0,0,0,0,0,,,,0,,0.00
7639290374130270248,推送视频_SY植发-口播-圣男-王磊-志松（诊室面诊 价格）-20260511-1.mp4,广州,植发,口播,价格,,无,诊室,圣男,志松,王磊,SY,202605,,194.84,0,0,0,0,0,0,0,,,,0,,0.00
7598549313749745706,本地生活-7植发-实拍7-张艳秋-gzs-260120绒毛发际线（女性美学)(诊室)-260123.mp4,广州,植发,,女性美学,,无,诊室,,,艳秋,,202601,,187.28,0,0,0,0,0,0,0,,,,0,,0.00
7648481331459178531,推送视频_11植发-剧情边框-瑞华智贺-舒曼-方案（价格）（服务）（诊室）-跃海-20260604-广审版.mp4,广州,植发,剧情,方案,服务,其他,诊室,瑞华|智贺,舒曼,跃海,,202606,,180.38,0,0,0,0,0,0,0,,,,0,,0.00
7628863917433700386,1植发-口播-蛋黄昊天-价格-优势-大厅-希琛-钱对比女-张明辉-260410.mp4,广州,植发,口播,价格,优势,其他,大厅,蛋黄|昊天,希琛,明辉,,202604,,175.24,1,1,1,0,0,0,0,1.00,0.00,0.00,0,,0.00
7662984817226842122,11植发-口播创新-MARC-志松-样子（女性美学）（美学方案定制）（诊室）-跃海-2607-12-13-14-16.mp4,广州,植发,口播,方案,方案,方案,诊室,MARC,志松,跃海,,202607,,172.31,1,0,0,0,0,0,0,0.00,,,0,,0.00
7622503239208353855,推送视频_6植发-剧情-雅婷智贺-舒曼-2000根（价格）（道歉）（室外）-跃海-260324-广审版.mp4,广州,植发,剧情,价格,道歉,其他,室外,雅婷|智贺,舒曼,跃海,,202603,,169.66,0,0,0,0,0,0,0,,,,0,,0.00
7629288315842625577,推送视频_植发-拼接-空空-价格-钱-空镜-王赫-可以吗-王赫-260414.mp4,广州,植发,,价格,钱,其他,空镜,空空,王赫,王赫,,202604,,164.59,0,0,0,0,0,0,0,,,,0,,0.00
7651933127763263497,推送视频_YG-植发-混剪-刘婷-2000根-价格-大字报-YG-260616.mp4,广州,植发,混剪,价格,,无,,,,刘婷,YG,202606,,157.39,1,1,0,0,0,0,0,0.00,0.00,0.00,0,,0.00
7645601992385134642,26植发-剧情-丽娜昊天-效果-漂亮-大厅-王赫-地铁站-时亿-260528.mp4,广州,植发,剧情,效果,漂亮,其他,大厅,丽娜|昊天,王赫,时亿|王赫,,202605,,157.33,0,0,0,0,0,0,0,,,,0,,0.00
7625839673634734099,一键修复_推送视频_植发混剪美学女性sy改-260404.mp4,广州,植发,混剪,,,无,,,,,,202604,,156.79,0,0,0,0,0,0,0,,,,0,,0.00
7659339314970820646,推送视频_植发-混剪-空空-技术-优势-空镜-刘超-爆格-马亚书-260701.mp4,广州,植发,混剪,技术,优势,其他,空镜,空空,刘超,亚书,,202607,,153.57,0,0,0,0,0,0,0,,,,0,,0.00
7622501457502470196,推送视频_5植发-剧情-圣男广硕-舒曼-方案（女性美学）（漂亮）（诊室）-跃海-260324-广审版.mp4,广州,植发,剧情,方案,漂亮,其他,诊室,圣男|广硕,舒曼,跃海,,202603,,153.14,0,0,0,0,0,0,0,,,,0,,0.00
7657906991524872234,12植发-剧情-延旭小语-志松-好神奇（女性美学）（漂亮）（诊室）-跃海-20260701,广州,植发,剧情,女性美学,漂亮,其他,诊室,,志松,跃海,,202607,,150.45,0,0,0,0,0,0,0,,,,0,,0.00
7663066015208341545,双17植发-剧情-豆豆MARC-志松杨光-大花瓣（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-16.mp4,深圳,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,志松|杨光,跃海,,202607,1,147.67,0,0,0,0,0,0,0,,,,0,,0.00
7594352982875045928,推送视频_植发-拼接-空空-美观-空空-HX-（女）流行咨询-王赫-260104-260104.mp4,广州,植发,,美观,,无,,空空,王赫,HX|王赫,,202601,,146.23,0,0,0,0,0,0,0,,,,0,,0.00
7618515352964759598,推送视频_12植发-口播-朵拉-价格-钱-前台-王赫-再秃-马亚书-260316.mp4,广州,植发,口播,价格,钱,其他,前台,朵拉,王赫,亚书|王赫,,202603,,143.32,0,0,0,0,0,0,0,,,,0,,0.00
7644025622411624498,推送视频_7植发-剧情边框-豆豆MARC-舒曼-流行（效果）（漂亮）（诊室）-跃海-20260525-广审版.mp4,广州,植发,剧情,效果,漂亮,其他,诊室,豆豆|MARC,舒曼,跃海,,202605,,140.47,0,0,0,0,0,0,0,,,,0,,0.00
7661883974154764331,4植发-剧情-豆豆MARC-舒曼-不够（女性美学）（发际线下调）（诊室）王磊-20260710.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼,王磊,,202607,,139.60,0,0,0,0,0,0,0,,,,0,,0.00
7647030476165038132,推送视频_9.植发-剧情-天意-对错牌-智慧（女性美学）（漂亮）（诊室）-0528.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,智慧,,,200528,,133.47,1,1,0,0,0,0,0,0.00,0.00,0.00,0,,0.00
7615501969839456275,推送视频_HB改-植发-混剪-空空-志松黄笑-2026大脑门-女性美学-空境-刘婷-251110.mp4,广州,植发,混剪,女性美学,,无,,空空,志松|黄笑,刘婷,HB,202511,1,131.70,0,0,0,0,0,0,0,,,,0,,0.00
7662979637100036131,1植发-剧情创新-冰冰MARC-志松-您看下（女性美学）（发际线下调）（诊室）-跃海-2607-12-13-14-15.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,MARC,志松,跃海,,202607,,126.11,2,2,1,0,0,0,0,0.50,0.00,0.00,0,,0.00
7659329491189743625,推送视频_植发-拼接-空空-效果-经验-空镜-王赫-别慌-WH-260703.mp4,广州,植发,,效果,经验,其他,空镜,空空,王赫,WH|王赫,,202607,,119.59,0,0,0,0,0,0,0,,,,0,,0.00
7646350114768502827,推送视频_8植发-剧情-豆豆雅婷-舒曼-满意吗(效果)(漂亮)(诊室)-晓君-20260601.mp4,广州,植发,剧情,效果,漂亮,其他,诊室,雅婷|豆豆,舒曼,晓君,,202606,,118.56,0,0,0,0,0,0,0,,,,0,,0.00
7632265943999332406,HB改-植发-剧情-雅婷豆豆-黄笑-26年&美人尖-女性美学-技术-诊室-跃海-20260424.mp4,广州,植发,剧情,技术,,无,诊室,雅婷|豆豆,黄笑,跃海,HB,202604,,118.29,0,0,0,0,0,0,0,,,,0,,0.00
7662980484809490484,植发-混剪-空空-志松-（女性美学）（质价比）（空镜）-铁良-260716.mp4,广州,植发,混剪,女性美学,质价比,质价比,空镜,空空,志松,铁良,,202607,,116.11,0,0,0,0,0,0,0,,,,0,,0.00
7660414667819941939,4植发-混剪-空空-空镜-技术-方案-全流程-希琛-石帅-260707.mp4,广州,植发,混剪,方案,方案,方案,空镜,空空,希琛,,,202607,,115.03,0,0,0,0,0,0,0,,,,0,,0.00
7596165173707374634,0117-本地生活—植发-实拍3-时亿-wsm-小红书（方案类）-0812-240815（2）新广.mp4,广州,植发,,方案,方案,方案,,,,时亿,,202408,,113.97,0,0,0,0,0,0,0,,,,0,,0.00
7657024904714453043,推送视频_9植发-剧情-圣男博洋-舒曼-旅游（女性美学）（漂亮）（诊室）-跃海-20260629-2版.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,圣男,舒曼,跃海,,202606,,112.52,1,1,0,0,0,0,0,0.00,0.00,0.00,0,,0.00
7663022502649970740,XX改-达人-8植发-剧情-豆豆MARC-舒曼-下调（技术）（案例）（诊室）-跃海-20260716.mp4,广州,植发,剧情,技术,案例,其他,诊室,豆豆|MARC,舒曼,跃海,XX,202607,,111.87,0,0,0,0,0,0,0,,,,0,,0.00
7660466849004863497,推送视频_8植发-剧情-圣男博洋-舒曼-这么多人（女性美学）（漂亮）-王磊-20260701.mp4,广州,植发,剧情,女性美学,漂亮,其他,,圣男,舒曼,王磊,,202607,,108.56,0,0,0,0,0,0,0,,,,0,,0.00
7662250305036320768,12植发-剧情创新-豆豆MARC-舒曼晓星-发际线（女性美学）（美学方案定制）-王磊-20260714.mp4,深圳,植发,剧情,方案,方案,方案,,豆豆|MARC,舒曼|晓星,王磊,,202607,1,105.39,0,0,0,0,0,0,0,,,,0,,0.00
7648848823264231458,推送视频_1植发-剧情-丽娜子烨-效果-画线-诊室-王赫-选择（女性）-时亿-260602(1).mp4,广州,植发,剧情,效果,画线,其他,诊室,丽娜|子烨,王赫,时亿|王赫,,202606,,98.77,0,0,0,0,0,0,0,,,,0,,0.00
7648848851693453346,推送视频_1植发-剧情-丽娜子烨-效果-漂亮-诊室-希琛-澳门来的女性外地-时亿-260602(1).mp4,广州,植发,剧情,效果,漂亮,其他,诊室,丽娜|子烨,希琛,时亿,,202606,,90.01,0,0,0,0,0,0,0,,,,0,,0.00
7662665239511482377,10植发-剧情创新-豆豆MARC-舒曼-天生（女性美学）（美学方案定制）（诊室）-王磊-20260714.mp4,广州,植发,剧情,方案,方案,方案,诊室,豆豆|MARC,舒曼,王磊,,202607,,85.98,0,0,0,0,0,0,0,,,,0,,0.00
7652256320477134888,推送视频_7植发-混剪-空空-舒曼-秃不秃（女性美学）（漂亮）（空镜）-李铁良-20260615.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,铁良,,202606,,82.59,0,0,0,0,0,0,0,,,,0,,0.00
7662250178963505178,11植发-剧情-豆豆MARC-舒曼-变化左锐（女性美学）（效果对比）（诊室）-王磊-20260714.mp4,深圳,植发,剧情,效果,对比,其他,诊室,豆豆|MARC,舒曼|左锐,王磊,,202607,1,81.45,0,0,0,0,0,0,0,,,,0,,0.00
7628903284874887219,推送视频_7植发-剧情-圣男一琳-设计-优势-诊室-刘超-女圆弧-张明辉-260413.mp4,广州,植发,剧情,设计,优势,其他,诊室,圣男,刘超,明辉,,202604,,78.79,0,0,0,0,0,0,0,,,,0,,0.00
7660363286995255334,3植发-剧情创新-齐政莱莱 -舒曼白洋-好几万（女性美学）（漂亮）（诊室）-跃海-20260707.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼|白洋,跃海,,202607,1,77.94,0,0,0,0,0,0,0,,,,0,,0.00
7636949263545286690,推送视频_8植发-口播创新边框-昊天馨以-舒曼-知道（女性美学）（漂亮）（诊室）-艳秋-260506.mp4,广州,植发,口播,女性美学,漂亮,其他,诊室,昊天,舒曼,艳秋,,202605,,77.74,0,0,0,0,0,0,0,,,,0,,0.00
7660363185608769574,3植发-剧情创新-齐政莱莱 -舒曼-好几万（女性美学）（漂亮）（诊室）-跃海-20260707.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,跃海,,202607,,72.85,0,0,0,0,0,0,0,,,,0,,0.00
7657826438952402990,推送视频_3植发-剧情-小语延旭-志松-旅游（女性美学）（漂亮）（诊室）-跃海-20260701.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,志松,跃海,,202607,,67.48,2,2,0,0,0,0,0,0.00,0.00,0.00,0,,0.00
7650022199323738164,推送视频_植发-拼接-空空-技术-漂亮-空镜-王赫-头像8女）-WH-260611.mp4,广州,植发,,技术,漂亮,其他,空镜,空空,王赫,WH|王赫,,202606,,66.38,0,0,0,0,0,0,0,,,,0,,0.00
7646350092513771563,推送视频_7植发-混剪-空空-舒曼-后悔(价格)(案例)(空镜)-晓君-20260601.mp4,广州,植发,混剪,价格,案例,其他,空镜,空空,舒曼,晓君,,202606,,65.52,0,0,0,0,0,0,0,,,,0,,0.00
7660119539830980650,14植发-口播-淑媛-效果-服务-诊室-王赫-升级-王磊-0702.mp4,广州,植发,口播,效果,服务,其他,诊室,淑媛,王赫,王磊|王赫,,200702,,62.90,1,1,1,0,0,0,0,1.00,0.00,0.00,0,,0.00
7660089519774973979,1植发-混剪-空空-舒曼-发际线（女性美学）（发际线下调）（空镜）-王磊-20260708.mp4,广州,植发,混剪,女性美学,发际线下调,发际线下调,空镜,空空,舒曼,王磊,,202607,,62.54,0,0,0,0,0,0,0,,,,0,,0.00
7657826344958459955,2植发-口播创新-延旭 -志松-变美（女性美学）（优势）（诊室）-跃海-20260701.mp4,广州,植发,口播,女性美学,优势,其他,诊室,,志松,跃海,,202607,,62.41,0,0,0,0,0,0,0,,,,0,,0.00
7624369771433721907,9植发-口播边框-蛋黄-志松-2026年（男性美学）（漂亮）（诊室）-跃海-260401-广审版.mp4,广州,植发,口播,男性美学,漂亮,其他,诊室,蛋黄,志松,跃海,,202604,,61.18,0,0,0,0,0,0,0,,,,0,,0.00
7648848521509273641,推送视频_1植发-口播-丽娜-美学-漂亮-诊室-刘超-女神-时亿-260603(1).mp4,广州,植发,口播,,漂亮,其他,诊室,丽娜,刘超,时亿,,202606,,59.48,0,0,0,0,0,0,0,,,,0,,0.00
7663022532266115114,XX改8植发-剧情边框-豆豆MARC-志松-下调（技术）（案例）（诊室）-跃海-20260716.mp4,广州,植发,剧情,技术,案例,其他,诊室,豆豆|MARC,志松,跃海,XX,202607,,59.16,0,0,0,0,0,0,0,,,,0,,0.00
7660336259946184747,3植发-剧情创新-齐政莱莱 -舒曼白洋-好几万（女性美学）（漂亮）（诊室）-跃海-20260707.mp4,深圳,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼|白洋,跃海,,202607,1,58.62,0,0,0,0,0,0,0,,,,0,,0.00
7660466991817113640,6植发-剧情创新-齐政莱莱 -舒曼-香港（女性美学）（漂亮）（诊室）-王磊-20260709.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,王磊,,202607,,57.62,0,0,0,0,0,0,0,,,,0,,0.00
7659334030983856180,推送视频_9植发-剧情-圣男博洋-舒曼-旅游（女性美学）（漂亮）（诊室）-跃海-20260701.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,圣男,舒曼,跃海,,202607,,56.83,0,0,0,0,0,0,0,,,,0,,0.00
7661904153301876799,植发-混剪-空空-空镜-价格-服务-去不去-建星-马亚书-260708.mp4,广州,植发,混剪,价格,服务,其他,空镜,空空,,亚书,,202607,,56.00,0,0,0,0,0,0,0,,,,0,,0.00
7648860758028009526,推送视频_1植发-剧情-丽娜子烨-信息差-效果-诊室-希琛-男女医生-时亿-260603.mp4,广州,植发,剧情,效果,医生,其他,诊室,丽娜|子烨,希琛,时亿,,202606,,54.72,0,0,0,0,0,0,0,,,,0,,0.00
7660365370740031551,12植发-剧情-齐政莱莱 -舒曼-满意（女性美学）（漂亮）（诊室）-李铁良-20260708.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,铁良,,202607,,53.89,0,0,0,0,0,0,0,,,,0,,0.00
7644025695220351030,推送视频_12植发-剧情-豆豆MARC-舒曼-北京（效果）（漂亮）（诊室）-跃海-20260525-广审版.mp4,广州,植发,剧情,效果,漂亮,其他,诊室,豆豆|MARC,舒曼,跃海,,202605,,52.79,0,0,0,0,0,0,0,,,,0,,0.00
7660539388386033716,6植发-剧情创新-齐政莱莱 -舒曼-香港（女性美学）（漂亮）（诊室）-王磊-20260709.mp4,深圳,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,王磊,,202607,,52.78,0,0,0,0,0,0,0,,,,0,,0.00
7583279817500803110,推送视频_12月13日17,广州,,,,,无,,,,,,,,49.69,0,0,0,0,0,0,0,,,,0,,0.00
7662249734981763106,10植发-剧情创新-豆豆MARC-舒曼文杰-天生（女性美学）（美学方案定制）（诊室）-王磊-20260714.mp4,深圳,植发,剧情,方案,方案,方案,诊室,豆豆|MARC,舒曼|文杰,王磊,,202607,1,48.87,0,0,0,0,0,0,0,,,,0,,0.00
7661892538098335786,9植发-混剪-空空-价格-支付-空镜-刘超-爆世间-杨子贤-20260710.mp4,广州,植发,混剪,价格,,无,空镜,空空,刘超,,,202607,,46.30,0,0,0,0,0,0,0,,,,0,,0.00
7661893633521008675,6植发-口播-圣男-二植-技术-诊室-希琛-高转二植失败案例-时亿-260708(1).mp4,广州,植发,口播,技术,案例,其他,诊室,圣男,希琛,时亿,,202607,,44.34,0,0,0,0,0,0,0,,,,0,,0.00
7662250239194693651,13植发-剧情创新-豆豆MARC-舒曼-脸小（女性美学）（美学方案定制）（大厅）-王磊-20260714.mp4,深圳,植发,剧情,方案,方案,方案,大厅,豆豆|MARC,舒曼,王磊,,202607,,42.86,0,0,0,0,0,0,0,,,,0,,0.00
7660089562531512362,5植发-混剪-空空-舒曼-高标准（女性美学）（发际线下调）（空镜）-王磊-20260707,广州,植发,混剪,女性美学,发际线下调,发际线下调,空镜,空空,舒曼,王磊,,202607,,42.44,0,0,0,0,0,0,0,,,,0,,0.00
7651521596726591534,推送视频_3植发-剧情-圣男博洋-舒曼-不去了（女性美学）（服务）（大厅）-王磊-20260615.mp4,广州,植发,剧情,女性美学,服务,其他,大厅,圣男,舒曼,王磊,,202606,,42.25,0,0,0,0,0,0,0,,,,0,,0.00
7661883965994106932,6植发-剧情创新-豆豆MARC-舒曼-高标准（女性美学）（方案）（空镜）-王磊-20260710.mp4,广州,植发,剧情,方案,方案,方案,空镜,豆豆|MARC,舒曼,王磊,,202607,,41.59,0,0,0,0,0,0,0,,,,0,,0.00
7663022579521372175,XX改-8植发-剧情-昊天丽娜-志松-怎么了（价格）（钱）（空镜）-时亿-260715.mp4,广州,植发,剧情,价格,钱,其他,空镜,丽娜|昊天,志松,时亿,XX,202607,,41.43,0,0,0,0,0,0,0,,,,0,,0.00
7661884714237132863,7植发-剧情创新-豆豆MARC-舒曼韩波-高标准（女性美学）（方案）-王磊-20260710.mp4,广州,植发,剧情,方案,方案,方案,,豆豆|MARC,舒曼|韩波,王磊,,202607,1,40.55,0,0,0,0,0,0,0,,,,0,,0.00
7593571593781035043,推送视频_本地生活6植发混剪脚本6刘婷hx2511242026年半美学251124,广州,植发,混剪,,,无,,,,刘婷,,202511,,40.47,0,0,0,0,0,0,0,,,,0,,0.00
7659241305998688310,9植发-混剪创新-空空-智慧-时兴（女性美学）（漂亮）（空镜）-李铁良-20260703.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,智慧,铁良,,202607,,39.71,0,0,0,0,0,0,0,,,,0,,0.00
7662664197202034697,12植发-剧情创新-豆豆MARC-舒曼晓星-发际线（女性美学）（美学方案定制）-王磊-20260714.mp4,广州,植发,剧情,方案,方案,方案,,豆豆|MARC,舒曼|晓星,王磊,,202607,1,38.42,0,0,0,0,0,0,0,,,,0,,0.00
7662249669432131625,11植发-剧情-豆豆MARC-舒曼-变化（女性美学）（效果对比）（诊室）-王磊-王磊-20260714.mp4,深圳,植发,剧情,效果,对比,其他,诊室,豆豆|MARC,舒曼,王磊,,202607,,38.21,0,0,0,0,0,0,0,,,,0,,0.00
7643639307843092486,推送视频_5植发-剧情-豆豆MARC-舒曼-友好（价格）（服务）（诊室）-王磊-0515.mp4,广州,植发,剧情,价格,服务,其他,诊室,豆豆|MARC,舒曼,王磊,,200515,,36.64,0,0,0,0,0,0,0,,,,0,,0.00
7598819142133579830,1月23日李植发数字人.mp4,广州,植发,,,,无,,数字人,,,,,,35.92,1,1,1,0,0,0,0,1.00,0.00,0.00,0,,0.00
7662250196326023194,12植发-剧情创新-豆豆MARC-舒曼-发际线（女性美学）（美学方案定制）（诊室）-王磊-20260714.mp4,深圳,植发,剧情,方案,方案,方案,诊室,豆豆|MARC,舒曼,王磊,,202607,,35.23,0,0,0,0,0,0,0,,,,0,,0.00
7659334025092874274,推送视频_4植发-剧情-齐政莱莱 -舒曼-好看（女性美学）（漂亮）（诊室）-跃海-20260701-2版.mp4,广州,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,跃海,,202607,,34.82,0,0,0,0,0,0,0,,,,0,,0.00
7582910246466732058,推送视频_植发-混剪-空空-美观-空镜-希琛-跑量女性方案-马亚书-251210-251210.mp4,广州,植发,混剪,方案,方案,方案,空镜,空空,希琛,亚书,,202512,,34.78,0,0,0,0,0,0,0,,,,0,,0.00
7662559301862211622,推送视频_9植发-口播-瑞华-效果-经验-诊室-王赫-一眼假-马亚书-260711.mp4,广州,植发,口播,效果,经验,其他,诊室,瑞华,王赫,亚书|王赫,,202607,,33.12,0,0,0,0,0,0,0,,,,0,,0.00
7627078974880137254,推送视频_8植发-混剪-空空-效果-空镜-希琛-毛流感方案-马亚书-260408.mp4,广州,植发,混剪,方案,方案,方案,空镜,空空,希琛,亚书,,202604,,32.50,0,0,0,0,0,0,0,,,,0,,0.00
7663429249164689418,双20植发-剧情创新-冰冰MARC-志松晓星-发际线（女性美学）（美学方案定制）（诊室）-XX-2607-12-13-14-17.mp4,深圳,植发,剧情,方案,方案,方案,诊室,MARC,志松|晓星,,XX,202607,1,32.18,0,0,0,0,0,0,0,,,,0,,0.00
7641051725851902002,推送视频_3植发-剧情创新-豆豆MARC-舒曼-秃额头（效果）（漂亮）（诊室）-王磊-0513.mp4,广州,植发,剧情,效果,漂亮,其他,诊室,豆豆|MARC,舒曼,王磊,,200513,,31.99,0,0,0,0,0,0,0,,,,0,,0.00
7662951664148299826,植发-混剪-空空-志松-（女性美学）（漂亮）（空镜）-铁良-260716.mp4,深圳,植发,混剪,女性美学,漂亮,其他,空镜,空空,志松,铁良,,202607,,31.72,0,0,0,0,0,0,0,,,,0,,0.00
7652256412038660131,9植发-混剪-空空-舒曼-小胎毛（女性美学）（漂亮）（空镜）-李铁良-20260615带logo.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,舒曼,铁良,,202606,,30.09,0,0,0,0,0,0,0,,,,0,,0.00
7661884605379379238,8植发-剧情-豆豆MARC-舒曼-大花瓣（女性美学）（发际线下调）（诊室）-王磊-20260710.mp4,广州,植发,剧情,女性美学,发际线下调,发际线下调,诊室,豆豆|MARC,舒曼,王磊,,202607,,29.06,0,0,0,0,0,0,0,,,,0,,0.00
7661529400594989107,植发-口播-周璇-信息差-优势-诊室-刘超-爆国外-LC-20260709.mp4,广州,植发,口播,信息差,优势,其他,诊室,,刘超,LC,,202607,,28.61,0,0,0,0,0,0,0,,,,0,,0.00
7636949138593628210,推送视频_4植发-口播创新边框-昊天馨以-舒曼-差别（女性美学）（漂亮）（空镜）-艳秋-260506.mp4,广州,植发,口播,女性美学,漂亮,其他,空镜,昊天,舒曼,艳秋,,202605,,28.32,0,0,0,0,0,0,0,,,,0,,0.00
7660414667819909171,1植发-混剪-空空-空镜-信息差-钱-抠图举牌-希琛-石帅-260707.mp4,广州,植发,混剪,信息差,钱,其他,空镜,空空,希琛,,,202607,,27.78,0,0,0,0,0,0,0,,,,0,,0.00
7660539397214748724,5植发-剧情创新-齐政莱莱 -舒曼-小一圈（女性美学）（漂亮）（诊室）-王磊-20260709.mp4,深圳,植发,剧情,女性美学,漂亮,其他,诊室,,舒曼,王磊,,202607,,27.11,0,0,0,0,0,0,0,,,,0,,0.00
7659241174227337250,推送视频_10植发-混剪创新-空空-智慧-时兴2（女性美学）（漂亮）（空镜）-李铁良-20260703.mp4,广州,植发,混剪,女性美学,漂亮,其他,空镜,空空,智慧,铁良,,202607,,26.63,0,0,0,0,0,0,0,,,,0,,0.00
7662985914519519273,横2植发-口播创新-MARC-志松-（价格）（钱）（大厅）-跃海-2607-12-13-14-16.mp4,广州,植发,口播,价格,钱,其他,大厅,MARC,志松,跃海,,202607,,25.92,0,0,0,0,0,0,0,,,,0,,0.00
